1000000;45223;24;1085346;;;;;;;;;;;;;6763;563;;x
1000000;31332;36;1127943;;;;;;;;;;;;;6763;563;;x
1000000;24408;48;1171595;;;;;;;;;;;;;6763;563;;x
1000000;20271;60;1216297;;;;;;;;;;;;;6763;563;;x
1000000;17528;72;1262041;;;;;;;;;;;;;6763;563;;x
1000000;15581;84;1308824;;;;;;;;;;;;;6763;563;;x

1400000;63312;24;1519484;;;;;;;;;;;;;6763;563;;x
1400000;43864;36;1579120;;;;;;;;;;;;;6763;563;;x
1400000;34171;48;1640233;;;;;;;;;;;;;6763;563;;x
1400000;28380;60;1702815;;;;;;;;;;;;;6763;563;;x
1400000;24539;72;1766858;;;;;;;;;;;;;6763;563;;x
1400000;21813;84;1832353;;;;;;;;;;;;;6763;563;;x

1800000;81401;24;1953622;;;;;;;;;;;;;6763;563;;x
1800000;56397;36;2030297;;;;;;;;;;;;;6763;563;;x
1800000;43935;48;2108871;;;;;;;;;;;;;6763;563;;x
1800000;36488;60;2189334;;;;;;;;;;;;;6763;563;;x
1800000;31551;72;2271675;;;;;;;;;;;;;6763;563;;x
1800000;28046;84;2355883;;;;;;;;;;;;;6763;563;;x

2200000;99490;24;2387760;;;;;;;;;;;;;6763;563;;x
2200000;68929;36;2481475;;;;;;;;;;;;;6763;563;;x
2200000;53698;48;2577509;;;;;;;;;;;;;6763;563;;x
2200000;44597;60;2675852;;;;;;;;;;;;;6763;563;;x
2200000;38562;72;2776492;;;;;;;;;;;;;6763;563;;x
2200000;34279;84;2879412;;;;;;;;;;;;;6763;563;;x

2600000;117579;24;2821898;;;;;;;;;;;;;6763;563;;x
2600000;81462;36;2932652;;;;;;;;;;;;;6763;563;;x
2600000;63461;48;3046147;;;;;;;;;;;;;6763;563;;x
2600000;52706;60;3162371;;;;;;;;;;;;;6763;563;;x
2600000;45574;72;3281309;;;;;;;;;;;;;6763;563;;x
2600000;40511;84;3402941;;;;;;;;;;;;;6763;563;;x

3000000;135668;24;3256037;;;;;;;;;;;;;6763;563;;x
3000000;93995;36;3383829;;;;;;;;;;;;;6763;563;;x
3000000;73225;48;3514785;;;;;;;;;;;;;6763;563;;x
3000000;60815;60;3648890;;;;;;;;;;;;;6763;563;;x
3000000;52585;72;3786125;;;;;;;;;;;;;6763;563;;x
3000000;46744;84;3926471;;;;;;;;;;;;;6763;563;;
